epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,656.531,0.70832,1.67706,1.6608,0.70975,0.60894,0.67677,0.54723,0.75308,1.67254,1.67643,0.000227098,0.000227098,0.000227098
25,683.759,0.70705,1.64252,1.75997,0.70733,0.6099,0.67671,0.54708,0.75077,1.66834,1.67834,0.000218842,0.000218842,0.000218842
26,709.736,0.68469,1.6362,1.70377,0.71192,0.60745,0.67519,0.54585,0.74743,1.66285,1.67495,0.000210585,0.000210585,0.000210585
27,734.153,0.64137,1.37156,1.72056,0.69951,0.61835,0.67666,0.54771,0.7453,1.65795,1.66954,0.000202328,0.000202328,0.000202328
28,760.549,0.70251,1.50463,1.74826,0.68801,0.62401,0.67743,0.54708,0.74705,1.65448,1.66638,0.000194072,0.000194072,0.000194072
29,786.459,0.69519,1.38725,1.78232,0.68569,0.62551,0.67579,0.5463,0.74557,1.6498,1.66828,0.000185815,0.000185815,0.000185815
30,811.325,0.65168,1.45604,1.77615,0.6854,0.63007,0.67627,0.54657,0.7408,1.63722,1.67419,0.000177559,0.000177559,0.000177559
31,836.615,0.67261,1.65869,1.66555,0.68854,0.63285,0.67843,0.54897,0.73986,1.63006,1.67837,0.000169302,0.000169302,0.000169302
32,862.907,0.73106,1.66216,1.6698,0.6874,0.63494,0.67893,0.55172,0.73832,1.62302,1.67477,0.000161045,0.000161045,0.000161045
33,889.018,0.67423,1.46039,1.71955,0.69325,0.63253,0.67901,0.55237,0.73641,1.62017,1.67181,0.000152789,0.000152789,0.000152789
34,916.041,0.71573,1.54663,1.68913,0.69588,0.63242,0.67992,0.5525,0.73339,1.6127,1.6637,0.000144532,0.000144532,0.000144532
35,943.225,0.69931,1.40618,1.65941,0.70145,0.62743,0.68117,0.55229,0.72999,1.60784,1.66,0.000136276,0.000136276,0.000136276
36,969.073,0.57757,1.19983,1.67579,0.6913,0.63377,0.68014,0.55135,0.72734,1.60288,1.66286,0.000128019,0.000128019,0.000128019
37,996.864,0.68859,1.5738,1.66044,0.69151,0.63315,0.67956,0.55164,0.72704,1.60101,1.6644,0.000119762,0.000119762,0.000119762
38,1021.98,0.64847,1.4653,1.66853,0.69179,0.63356,0.67951,0.55287,0.72678,1.59718,1.66579,0.000111506,0.000111506,0.000111506
39,1048.41,0.71086,1.60538,1.71369,0.69474,0.63108,0.67892,0.55271,0.72642,1.59332,1.66643,0.000103249,0.000103249,0.000103249
40,1075.28,0.63412,1.22907,1.64448,0.69621,0.63199,0.68032,0.55383,0.72631,1.59263,1.6669,9.49926e-05,9.49926e-05,9.49926e-05
41,1105.22,0.59611,1.44586,1.65626,0.70117,0.62993,0.67989,0.55352,0.72698,1.5906,1.66743,8.6736e-05,8.6736e-05,8.6736e-05
42,1132.17,0.56992,1.43877,1.6502,0.70135,0.62729,0.67949,0.55273,0.72869,1.58825,1.66939,7.84794e-05,7.84794e-05,7.84794e-05
43,1159.91,0.54069,1.37818,1.67931,0.70523,0.62636,0.68087,0.55182,0.72844,1.58822,1.66971,7.02228e-05,7.02228e-05,7.02228e-05
44,1185.01,0.55032,1.38937,1.52171,0.70216,0.62769,0.68037,0.55096,0.7278,1.58753,1.6681,6.19662e-05,6.19662e-05,6.19662e-05
45,1211.29,0.54429,1.40947,1.54297,0.70373,0.62778,0.68006,0.55032,0.72655,1.58732,1.66667,5.37096e-05,5.37096e-05,5.37096e-05
46,1237,0.52513,1.39714,1.58311,0.70484,0.62601,0.67812,0.54956,0.72505,1.58415,1.66523,4.5453e-05,4.5453e-05,4.5453e-05
47,1263.26,0.52807,1.38931,1.53305,0.70555,0.62315,0.67744,0.54865,0.72331,1.58266,1.6639,3.71964e-05,3.71964e-05,3.71964e-05
48,1290.32,0.58475,1.47127,1.60071,0.70147,0.62132,0.67699,0.54862,0.72216,1.58082,1.66431,2.89398e-05,2.89398e-05,2.89398e-05
49,1316.21,0.55351,1.38802,1.54385,0.70209,0.62095,0.67621,0.54812,0.72163,1.57989,1.66398,2.06832e-05,2.06832e-05,2.06832e-05
50,1342.87,0.54719,1.39128,1.67323,0.70388,0.62054,0.67608,0.54723,0.7208,1.57927,1.66369,1.24266e-05,1.24266e-05,1.24266e-05
1,26.8656,0.94883,2.41315,2.06435,0.68363,0.64006,0.68669,0.57905,0.82075,1.66995,1.81269,2.502e-05,2.502e-05,2.502e-05
2,52.16,0.82678,1.87546,1.86819,0.67972,0.64584,0.68727,0.57774,0.83416,1.67231,1.8123,5.31366e-05,5.31366e-05,5.31366e-05
3,76.2546,0.92995,2.23288,1.9486,0.67184,0.65309,0.68692,0.57678,0.83873,1.64679,1.80457,8.00974e-05,8.00974e-05,8.00974e-05
4,100.959,0.85416,1.90648,1.90743,0.67177,0.6529,0.68689,0.57671,0.84139,1.62399,1.79618,0.000105902,0.000105902,0.000105902
5,126.508,0.90571,1.86512,1.84049,0.67159,0.65194,0.68674,0.57424,0.85072,1.60054,1.79347,0.000130551,0.000130551,0.000130551
6,150.689,0.89269,1.83751,1.86322,0.67792,0.64608,0.68659,0.57276,0.85575,1.581,1.79157,0.000154044,0.000154044,0.000154044
7,177.011,0.88514,1.68179,1.96493,0.68398,0.64138,0.68597,0.57188,0.85711,1.55129,1.78201,0.000176381,0.000176381,0.000176381
8,201.795,0.8981,1.763,1.87113,0.68633,0.63991,0.68576,0.57212,0.85835,1.53805,1.77754,0.000197562,0.000197562,0.000197562
9,228.104,0.90758,1.77418,1.92291,0.68614,0.64124,0.68676,0.57365,0.86376,1.512,1.77388,0.000217587,0.000217587,0.000217587
10,255.404,0.92759,1.70379,1.85831,0.68484,0.64034,0.68709,0.57315,0.86953,1.49099,1.77173,0.000236457,0.000236457,0.000236457
11,291.437,0.90801,1.82123,1.84821,0.68438,0.63769,0.68718,0.57215,0.87613,1.46757,1.76801,0.00025417,0.00025417,0.00025417
12,315.895,0.85044,1.67393,1.83842,0.67997,0.64164,0.68718,0.57016,0.8868,1.44556,1.76202,0.000270727,0.000270727,0.000270727
13,340.777,0.93061,1.66779,1.98138,0.6814,0.64068,0.68718,0.56886,0.89363,1.44439,1.75957,0.000286129,0.000286129,0.000286129
14,364.579,0.91211,1.56835,1.91965,0.68198,0.63878,0.68713,0.56901,0.90114,1.44411,1.75726,0.000300374,0.000300374,0.000300374
15,388.577,1.07728,1.92163,1.9292,0.68069,0.63874,0.6869,0.56987,0.90741,1.4645,1.76356,0.000301408,0.000301408,0.000301408
16,415.15,1.00297,1.9335,1.93227,0.67701,0.6427,0.68708,0.56983,0.93276,1.52428,1.77534,0.000293151,0.000293151,0.000293151
17,440.423,0.85139,1.47232,1.92736,0.68275,0.63977,0.6864,0.56973,0.94681,1.56154,1.78044,0.000284894,0.000284894,0.000284894
18,467.56,1.00918,1.88183,1.89524,0.68369,0.63837,0.68686,0.56919,0.97099,1.63141,1.7868,0.000276638,0.000276638,0.000276638
19,494.096,0.9287,1.62487,1.83042,0.68655,0.63693,0.68753,0.56843,0.99307,1.69325,1.79053,0.000268381,0.000268381,0.000268381
20,520.82,0.88934,1.40572,1.78352,0.73972,0.63584,0.70835,0.57954,1.00721,1.71968,1.79024,0.000260125,0.000260125,0.000260125
21,546.339,1.06469,1.88229,1.92438,0.7382,0.63742,0.70743,0.5809,1.00932,1.72007,1.78923,0.000251868,0.000251868,0.000251868
22,572.952,0.97081,1.76663,1.87758,0.73717,0.63802,0.70836,0.58342,1.0035,1.70523,1.78868,0.000243611,0.000243611,0.000243611
23,600.159,0.91881,1.65529,1.88729,0.7396,0.63709,0.70747,0.5813,1.00053,1.69155,1.79193,0.000235355,0.000235355,0.000235355
24,627.357,0.79328,1.31064,1.73129,0.7334,0.64072,0.70656,0.57881,1.00197,1.67044,1.79147,0.000227098,0.000227098,0.000227098
25,652.557,0.84858,1.47641,1.88386,0.7314,0.64298,0.70654,0.57779,1.00078,1.65901,1.7897,0.000218842,0.000218842,0.000218842
26,678.264,0.85372,1.5323,1.86598,0.72879,0.64415,0.70569,0.576,0.99969,1.6421,1.78379,0.000210585,0.000210585,0.000210585
27,704.575,0.94502,1.58012,1.80263,0.72828,0.64458,0.70516,0.5751,0.99766,1.62963,1.77919,0.000202328,0.000202328,0.000202328
28,730.848,0.7566,1.3983,1.75319,0.71977,0.65099,0.70509,0.57548,0.99395,1.61795,1.77976,0.000194072,0.000194072,0.000194072
29,756.564,1.01037,1.63697,1.75943,0.72431,0.64846,0.7046,0.5756,0.99232,1.61277,1.77938,0.000185815,0.000185815,0.000185815
30,782.432,0.96456,1.61323,1.8586,0.72667,0.64784,0.70476,0.57717,0.98845,1.60259,1.77715,0.000177559,0.000177559,0.000177559
31,808.915,0.94879,1.54009,1.82284,0.73102,0.64528,0.70447,0.57641,0.9846,1.59446,1.77511,0.000169302,0.000169302,0.000169302
32,835.632,0.95206,1.75933,1.82709,0.73202,0.64511,0.70475,0.57683,0.98132,1.5862,1.77397,0.000161045,0.000161045,0.000161045
33,868.497,0.90839,1.4261,1.92277,0.73035,0.64569,0.70439,0.57712,0.97971,1.58195,1.77371,0.000152789,0.000152789,0.000152789
34,892.156,1.04458,1.97411,1.91992,0.73654,0.63839,0.70498,0.57745,0.97651,1.57197,1.77142,0.000144532,0.000144532,0.000144532
35,916.968,0.87275,1.47338,1.81829,0.73229,0.64507,0.70634,0.57867,0.97529,1.56528,1.77071,0.000136276,0.000136276,0.000136276
36,940.884,0.83771,1.32682,1.87992,0.72967,0.6458,0.70535,0.5793,0.97653,1.55815,1.77096,0.000128019,0.000128019,0.000128019
37,966.763,0.83493,1.32179,1.79369,0.70221,0.66388,0.70556,0.57961,0.97715,1.5562,1.77166,0.000119762,0.000119762,0.000119762
38,991.882,0.87266,1.63309,1.80241,0.69808,0.66476,0.70439,0.57943,0.97606,1.55068,1.77311,0.000111506,0.000111506,0.000111506
39,1017.55,0.87039,1.38334,1.94381,0.69845,0.66543,0.70479,0.57935,0.9738,1.54621,1.77288,0.000103249,0.000103249,0.000103249
40,1043.56,0.89185,1.49369,1.80614,0.70224,0.66466,0.70493,0.57823,0.97251,1.54209,1.77252,9.49926e-05,9.49926e-05,9.49926e-05
41,1070.69,0.76774,1.46711,1.71827,0.70399,0.66353,0.70465,0.57806,0.97079,1.53864,1.77172,8.6736e-05,8.6736e-05,8.6736e-05
42,1095.52,0.75429,1.45231,1.75096,0.70106,0.6661,0.70406,0.57729,0.96917,1.53525,1.77096,7.84794e-05,7.84794e-05,7.84794e-05
43,1120.71,0.73422,1.42833,1.7809,0.70493,0.66253,0.70377,0.57772,0.96796,1.53286,1.77033,7.02228e-05,7.02228e-05,7.02228e-05
44,1146.01,0.77682,1.42618,1.6539,0.70502,0.66234,0.70387,0.57816,0.96781,1.5317,1.76936,6.19662e-05,6.19662e-05,6.19662e-05
45,1172.41,0.77507,1.4609,1.68121,0.71051,0.66004,0.70389,0.57836,0.96745,1.53096,1.76896,5.37096e-05,5.37096e-05,5.37096e-05
46,1199.25,0.76755,1.40426,1.71373,0.71238,0.65939,0.70386,0.57856,0.96626,1.52893,1.76794,4.5453e-05,4.5453e-05,4.5453e-05
47,1225.69,0.75417,1.38848,1.6659,0.71435,0.6586,0.70351,0.57838,0.96367,1.52748,1.76792,3.71964e-05,3.71964e-05,3.71964e-05
48,1252.91,0.80047,1.47052,1.74514,0.71384,0.65818,0.70337,0.57877,0.96137,1.52579,1.76832,2.89398e-05,2.89398e-05,2.89398e-05
49,1279.81,0.76266,1.48297,1.6623,0.71341,0.65824,0.70308,0.57893,0.96074,1.52519,1.76833,2.06832e-05,2.06832e-05,2.06832e-05
50,1306.6,0.76846,1.42561,1.76059,0.71611,0.65755,0.70294,0.57868,0.95994,1.52548,1.76788,1.24266e-05,1.24266e-05,1.24266e-05
1,30.3502,0.96108,2.41614,2.06992,0.68457,0.64133,0.68677,0.58035,0.81999,1.6714,1.81293,2.502e-05,2.502e-05,2.502e-05
2,56.5692,0.82338,1.88089,1.85709,0.67748,0.65022,0.68738,0.57858,0.83139,1.69339,1.80243,5.31366e-05,5.31366e-05,5.31366e-05
3,81.714,0.9091,2.25054,1.92521,0.68012,0.64607,0.68687,0.57705,0.83303,1.68922,1.78678,8.00974e-05,8.00974e-05,8.00974e-05
4,106.402,0.83505,1.94637,1.87429,0.68164,0.64433,0.68615,0.57621,0.83386,1.67682,1.77658,0.000105902,0.000105902,0.000105902
5,133.321,0.87192,1.90918,1.80131,0.67982,0.64161,0.6853,0.57256,0.84042,1.65817,1.77196,0.000130551,0.000130551,0.000130551
6,158.444,0.85564,1.87829,1.83385,0.67678,0.64244,0.68497,0.57016,0.84476,1.64634,1.76579,0.000154044,0.000154044,0.000154044
7,182.846,0.83801,1.73293,1.91625,0.68034,0.6388,0.68376,0.56913,0.85104,1.63681,1.75179,0.000176381,0.000176381,0.000176381
8,208.224,0.85612,1.82401,1.79857,0.67701,0.64112,0.68411,0.56831,0.85455,1.64727,1.74307,0.000197562,0.000197562,0.000197562
9,233.687,0.83512,1.83354,1.85805,0.6799,0.63356,0.68238,0.5665,0.84677,1.71993,1.725,0.000217587,0.000217587,0.000217587
10,259.165,0.85937,1.84863,1.79089,0.68019,0.62868,0.68216,0.5655,0.82305,1.83438,1.70809,0.000236457,0.000236457,0.000236457
11,284.586,0.83091,2.19698,1.76963,0.68287,0.62478,0.67924,0.56289,0.78728,1.95749,1.68533,0.00025417,0.00025417,0.00025417
12,310.262,0.79694,1.88425,1.74896,0.67232,0.62533,0.67556,0.55487,0.76011,2.00714,1.66227,0.000270727,0.000270727,0.000270727
13,336.057,0.81753,1.86782,1.88935,0.67254,0.62251,0.67441,0.55286,0.75524,1.98718,1.65654,0.000286129,0.000286129,0.000286129
14,361.92,0.81449,1.82359,1.84439,0.66928,0.62436,0.67342,0.55228,0.74337,1.92599,1.64917,0.000300374,0.000300374,0.000300374
15,388.578,0.85271,2.26656,1.77887,0.66884,0.62832,0.67399,0.55384,0.73603,1.86333,1.65708,0.000301408,0.000301408,0.000301408
16,414.399,0.82781,2.20332,1.82433,0.6691,0.62875,0.67496,0.555,0.73603,1.82907,1.66709,0.000293151,0.000293151,0.000293151
17,440.936,0.75117,1.58804,1.85248,0.66897,0.62961,0.67588,0.5553,0.73536,1.81425,1.6691,0.000284894,0.000284894,0.000284894
18,466.276,0.82236,2.02153,1.72975,0.72183,0.6257,0.68499,0.56402,0.73522,1.78966,1.67219,0.000276638,0.000276638,0.000276638
19,491.281,0.76543,1.82642,1.75035,0.71098,0.63431,0.69927,0.57267,0.73324,1.75958,1.67609,0.000268381,0.000268381,0.000268381
20,517.218,0.767,1.4792,1.73401,0.71761,0.6291,0.69806,0.56916,0.73124,1.72494,1.67524,0.000260125,0.000260125,0.000260125
21,543.706,0.7398,1.89885,1.76592,0.71938,0.62753,0.6951,0.56712,0.73,1.70971,1.67206,0.000251868,0.000251868,0.000251868
22,570.074,0.73756,1.73437,1.74764,0.72019,0.62702,0.69301,0.56251,0.72905,1.68529,1.66813,0.000243611,0.000243611,0.000243611
23,597.978,0.67545,1.6439,1.8015,0.72373,0.62654,0.69058,0.55897,0.73047,1.67108,1.67084,0.000235355,0.000235355,0.000235355
24,624.102,0.66855,1.28845,1.66662,0.72542,0.62434,0.6894,0.55883,0.7293,1.6634,1.67056,0.000227098,0.000227098,0.000227098
25,650.91,0.66188,1.46932,1.78521,0.7266,0.62289,0.68829,0.55839,0.72879,1.65975,1.66687,0.000218842,0.000218842,0.000218842
26,677.934,0.68922,1.56839,1.76663,0.72574,0.62332,0.68785,0.55742,0.73231,1.65506,1.66042,0.000210585,0.000210585,0.000210585
27,703.12,0.71621,1.5876,1.69546,0.72747,0.62373,0.68734,0.55642,0.73327,1.64777,1.6587,0.000202328,0.000202328,0.000202328
28,728.426,0.65304,1.41815,1.67762,0.72474,0.62444,0.68699,0.55818,0.73232,1.63658,1.66233,0.000194072,0.000194072,0.000194072
29,754.516,0.73125,1.68111,1.62654,0.72422,0.62524,0.687,0.55772,0.73221,1.63221,1.66333,0.000185815,0.000185815,0.000185815
30,780.659,0.73336,1.53718,1.73406,0.71649,0.62994,0.68727,0.55756,0.7319,1.62302,1.66324,0.000177559,0.000177559,0.000177559
1,36.7587,0.88637,2.12476,1.93673,0.68844,0.63303,0.68631,0.57312,0.83775,1.67978,1.76987,0.00012927,0.00012927,0.00012927
2,68.6035,0.84991,1.92798,1.84689,0.66407,0.64438,0.68294,0.56584,0.859,1.6371,1.72467,0.000254041,0.000254041,0.000254041
3,98.0193,0.80072,1.78237,1.75624,0.66358,0.62626,0.67432,0.55527,0.7454,1.86988,1.66592,0.000370004,0.000370004,0.000370004
4,127.617,0.76674,1.80158,1.75617,0.71036,0.62623,0.69305,0.56134,0.75129,1.7354,1.67542,0.000375717,0.000375717,0.000375717
5,157.398,0.70922,1.63602,1.71242,0.71603,0.62802,0.68851,0.55556,0.74453,1.66326,1.66467,0.000361956,0.000361956,0.000361956
6,187.442,0.7397,1.56445,1.74123,0.7151,0.62399,0.68567,0.55333,0.75423,1.62546,1.67467,0.000348195,0.000348195,0.000348195
7,217.571,0.7113,1.53432,1.7233,0.69626,0.6352,0.68489,0.55055,0.73858,1.58663,1.65478,0.000334434,0.000334434,0.000334434
8,247.146,0.68562,1.55893,1.71951,0.72305,0.62153,0.68563,0.54926,0.7348,1.52399,1.65019,0.000320673,0.000320673,0.000320673
9,277.713,0.68412,1.44523,1.68901,0.7587,0.63047,0.71022,0.57424,0.72902,1.46048,1.65982,0.000306912,0.000306912,0.000306912
10,308.644,0.68952,1.4457,1.70006,0.74879,0.63327,0.71289,0.57445,0.7232,1.41127,1.66593,0.000293151,0.000293151,0.000293151
11,338.978,0.6598,1.33461,1.71383,0.79867,0.62942,0.74358,0.59993,0.72225,1.30429,1.65748,0.00027939,0.00027939,0.00027939
12,368.523,0.67687,1.34683,1.68048,0.80504,0.62106,0.76491,0.61814,0.71897,1.20446,1.65325,0.000265629,0.000265629,0.000265629
13,399.697,0.63449,1.17766,1.75834,0.75928,0.67036,0.76822,0.62142,0.71564,1.10605,1.6582,0.000251868,0.000251868,0.000251868
14,430.916,0.63403,1.11818,1.70547,0.78173,0.66626,0.76824,0.6213,0.71456,1.04889,1.65697,0.000238107,0.000238107,0.000238107
15,461.01,0.62984,1.05138,1.6802,0.72768,0.71831,0.76717,0.61931,0.71741,1.00937,1.65956,0.000224346,0.000224346,0.000224346
16,491.984,0.62048,0.96015,1.66727,0.8106,0.719,0.80686,0.65891,0.71219,0.9604,1.66441,0.000210585,0.000210585,0.000210585
17,522.36,0.61103,0.99833,1.64197,0.82433,0.71393,0.8091,0.65965,0.7189,0.93744,1.67248,0.000196824,0.000196824,0.000196824
18,553.798,0.60539,0.87878,1.66616,0.83321,0.70966,0.80983,0.65772,0.71968,0.90801,1.6584,0.000183063,0.000183063,0.000183063
19,584.842,0.61755,0.89548,1.68616,0.88249,0.70715,0.84253,0.68975,0.72181,0.89112,1.66545,0.000169302,0.000169302,0.000169302
20,614.469,0.60242,0.88377,1.69315,0.80566,0.77228,0.84551,0.69249,0.71418,0.86135,1.6608,0.000155541,0.000155541,0.000155541
21,649.335,0.49928,0.74587,1.61397,0.84176,0.75671,0.84547,0.69117,0.71906,0.84922,1.66474,0.00014178,0.00014178,0.00014178
22,680.142,0.48151,0.71045,1.51769,0.85287,0.75351,0.84606,0.6938,0.70976,0.82733,1.65987,0.000128019,0.000128019,0.000128019
23,711.601,0.48977,0.68522,1.53224,0.85764,0.74908,0.84299,0.69309,0.70934,0.80926,1.66167,0.000114258,0.000114258,0.000114258
24,742.017,0.47236,0.68351,1.64029,0.86641,0.73918,0.83648,0.68718,0.71069,0.80118,1.66558,0.000100497,0.000100497,0.000100497
25,772.122,0.47181,0.65607,1.6064,0.86526,0.73923,0.83444,0.68667,0.70977,0.79571,1.66531,8.6736e-05,8.6736e-05,8.6736e-05
26,801.377,0.45507,0.65628,1.59046,0.88049,0.73104,0.83297,0.68325,0.71175,0.78131,1.67251,7.2975e-05,7.2975e-05,7.2975e-05
27,831.895,0.46718,0.64454,1.56752,0.86252,0.75044,0.83484,0.68559,0.70645,0.7699,1.66088,5.9214e-05,5.9214e-05,5.9214e-05
28,863.398,0.46825,0.63156,1.57924,0.83058,0.7544,0.83049,0.68268,0.70738,0.76424,1.66806,4.5453e-05,4.5453e-05,4.5453e-05
29,893.57,0.45615,0.60153,1.52773,0.85009,0.75573,0.82986,0.68281,0.7077,0.7588,1.66725,3.1692e-05,3.1692e-05,3.1692e-05
30,925.504,0.45129,0.57463,1.57153,0.84662,0.75189,0.829,0.68382,0.70597,0.7563,1.6695,1.7931e-05,1.7931e-05,1.7931e-05
